PIT_TAG	Location	Line	Family	Age	Pond	Happa	Weight_initial	Weight_final	Length_initial	Length_final	AGR
10976411	Pangani	Mindu	10	140	1	1	65.79	0.00	12.80	0.00	-0.469928571
10976030	Pangani	Mindu	10	140	2	3	73.65	222.05	13.30	19.50	1.06
10975972	Pangani	Mindu	10	140	2	3	54.93	176.49	12.60	19.50	0.868285714
10976177	Pangani	Mindu	10	140	2	4	68.17	196.30	13.10	18.50	0.915214286
10976336	Pangani	Mindu	10	140	1	1	64.51	0.00	13.00	0.00	-0.460785714
10976443	Pangani	Mindu	10	140	1	2	67.69	208.41	13.10	19.50	1.005142857
10975838	Pangani	Mindu	10	140	1	1	64.69	158.56	13.00	17.20	0.6705
10976527	Pangani	Mindu	10	140	1	2	56.38	0.00	12.10	0.00	-0.402714286
10976455	Pangani	Mindu	10	140	2	3	65.63	0.00	13.10	0.00	-0.468785714
10976584	Pangani	Mindu	10	140	2	3	64.78	0.00	13.00	0.00	-0.462714286
10975652	Pangani	Mindu	10	140	1	2	80.27	0.00	14.00	0.00	-0.573357143
10976406	Pangani	Mindu	10	140	2	3	48.75	171.11	12.00	17.50	0.874
10976567	Pangani	Mindu	10	140	1	2	60.42	91.75	12.90	15.00	0.223785714
10976538	Pangani	Mindu	10	140	2	4	51.21	156.04	12.00	17.00	0.748785714
10976622	Pangani	Mindu	10	140	1	1	53.93	220.86	12.30	19.50	1.192357143
10976038	Pangani	Mindu	10	140	1	2	60.11	215.77	12.50	18.50	1.111857143
10976255	Pangani	Mindu	10	140	2	4	65.65	0.00	13.00	0.00	-0.468928571
10976345	Pangani	Mindu	10	140	2	3	66.18	0.00	12.90	0.00	-0.472714286
10976352	Pangani	Mindu	11	140	2	3	54.89	149.36	12.00	16.00	0.674785714
10976270	Pangani	Mindu	11	140	1	1	55.76	167.45	12.50	18.50	0.797785714
10976014	Pangani	Mindu	11	140	2	3	34.73	0.00	10.30	0.00	-0.248071429
10976506	Pangani	Mindu	11	140	2	3	61.51	0.00	12.30	0.00	-0.439357143
10976158	Pangani	Mindu	11	140	2	4	44.66	0.00	11.00	0.00	-0.319
10976611	Pangani	Mindu	11	140	1	2	57.44	132.81	12.20	15.20	0.538357143
10975949	Pangani	Mindu	11	140	2	3	41.30	0.00	11.00	0.00	-0.295
10976222	Pangani	Mindu	11	140	1	1	53.73	0.00	12.00	0.00	-0.383785714
10975707	Pangani	Mindu	11	140	1	1	70.34	0.00	13.00	0.00	-0.502428571
10975833	Pangani	Mindu	11	140	1	2	51.82	0.00	11.50	0.00	-0.370142857
10976039	Pangani	Mindu	11	140	2	4	72.05	228.61	12.50	19.90	1.118285714
10976601	Pangani	Mindu	11	140	2	4	57.75	93.36	12.20	14.40	0.254357143
10976469	Pangani	Mindu	11	140	1	2	66.57	0.00	12.30	0.00	-0.4755
10976347	Pangani	Mindu	11	140	1	1	46.66	0.00	11.20	0.00	-0.333285714
10975915	Pangani	Mindu	11	140	1	2	43.40	0.00	11.00	0.00	-0.31
10976425	Pangani	Mindu	11	140	2	3	58.00	0.00	12.00	0.00	-0.414285714
10975982	Pangani	Mindu	11	140	2	4	53.68	0.00	12.00	0.00	-0.383428571
10976418	Pangani	Mindu	11	140	1	2	36.29	0.00	10.40	0.00	-0.259214286
10975757	Pangani	Mindu	11	140	2	3	38.81	0.00	10.70	0.00	-0.277214286
10976261	Pangani	Mindu	11	140	1	1	35.42	0.00	10.20	0.00	-0.253
10976485	Pangani	Mindu	11	140	1	1	30.47	0.00	10.00	0.00	-0.217642857
10975654	Pangani	Mindu	11	140	1	2	36.42	0.00	10.50	0.00	-0.260142857
10975641	Pangani	Mindu	11	140	2	3	53.48	0.00	12.00	0.00	-0.382
10976281	Pangani	Mindu	11	140	1	1	45.74	0.00	11.00	0.00	-0.326714286
10976131	Pangani	Mindu	11	140	2	4	39.87	0.00	11.00	0.00	-0.284785714
10976144	Pangani	Mindu	11	140	1	1	39.64	56.54	10.60	12.80	0.120714286
10975897	Pangani	Mindu	11	140	2	4	33.75	0.00	10.00	0.00	-0.241071429
10976268	Pangani	Mindu	11	140	2	4	47.96	0.00	11.30	0.00	-0.342571429
10976280	Pangani	Mindu	11	140	2	3	34.12	100.96	10.10	14.00	0.477428571
10975880	Pangani	Mindu	12	140	2	3	69.87	148.95	12.60	16.00	0.564857143
10975695	Pangani	Mindu	12	140	1	2	52.77	0.00	11.70	0.00	-0.376928571
10976439	Pangani	Mindu	12	140	2	4	59.89	87.41	12.00	13.70	0.196571429
10976595	Pangani	Mindu	12	140	1	2	76.69	112.30	13.00	16.00	0.254357143
10975811	Pangani	Mindu	12	140	1	1	106.58	125.19	14.30	15.80	0.132928571
10976213	Pangani	Mindu	12	140	2	3	87.35	0.00	13.50	0.00	-0.623928571
10975669	Pangani	Mindu	12	140	1	1	47.05	0.00	11.30	0.00	-0.336071429
10976609	Pangani	Mindu	12	140	2	4	43.44	70.77	10.60	13.20	0.195214286
10975927	Pangani	Mindu	12	140	2	3	32.55	113.80	10.00	15.00	0.580357143
10976308	Pangani	Mindu	12	140	1	2	38.52	54.45	10.50	12.20	0.113785714
10976201	Pangani	Mindu	12	140	2	4	38.60	0.00	10.50	0.00	-0.275714286
10975868	Pangani	Mindu	12	140	2	3	55.05	257.92	12.00	20.50	1.449071429
10975957	Pangani	Mindu	12	140	1	2	69.82	197.39	12.50	17.80	0.911214286
10976107	Pangani	Mindu	12	140	2	4	96.52	0.00	13.70	0.00	-0.689428571
10975333	Pangani	Mindu	12	140	2	3	46.87	0.00	11.20	0.00	-0.334785714
10976377	Pangani	Mindu	12	140	1	1	36.09	80.74	10.30	13.00	0.318928571
10976492	Pangani	Mindu	12	140	1	2	33.32	0.00	10.00	0.00	-0.238
10975804	Pangani	Mindu	12	140	2	3	35.19	0.00	10.30	0.00	-0.251357143
10976021	Pangani	Mindu	12	140	2	4	30.04	68.01	9.70	12.50	0.271214286
10975819	Pangani	Mindu	12	140	1	1	29.15	0.00	9.50	0.00	-0.208214286
10975656	Pangani	Mindu	12	140	1	2	23.41	0.00	9.20	0.00	-0.167214286
10975947	Pangani	Mindu	12	140	2	4	21.00	0.00	8.40	0.00	-0.15
10976318	Pangani	Mindu	12	140	1	1	20.07	0.00	8.20	0.00	-0.143357143
10976339	Pangani	Utete	13	154	1	1	106.25	167.72	15.20	18.50	0.399155844
10976498	Pangani	Utete	13	154	1	2	101.86	165.30	15.00	17.20	0.411948052
10976619	Pangani	Utete	13	154	2	3	74.78	0.00	13.60	0.00	-0.485584416
10976627	Pangani	Utete	13	154	2	4	90.31	0.00	14.00	0.00	-0.586428571
10976267	Pangani	Utete	13	154	1	1	73.59	0.00	13.40	0.00	-0.477857143
10976581	Pangani	Utete	13	154	2	3	72.25	156.99	12.60	16.40	0.55025974
10976183	Pangani	Utete	13	154	1	1	64.22	100.29	12.40	14.70	0.234220779
10976446	Pangani	Utete	13	154	2	3	56.30	0.00	9.60	0.00	-0.365584416
10976530	Pangani	Utete	13	154	2	4	46.39	0.00	11.90	0.00	-0.301233766
10975682	Pangani	Utete	13	154	1	2	51.42	0.00	10.70	0.00	-0.333896104
10976368	Pangani	Utete	13	154	1	1	51.03	0.00	12.00	0.00	-0.331363636
10976208	Pangani	Utete	13	154	2	3	59.98	219.52	12.80	19.20	1.035974026
10976151	Pangani	Utete	13	154	1	2	50.65	236.01	12.60	19.50	1.203636364
10975722	Pangani	Utete	13	154	2	4	55.82	182.02	12.00	18.00	0.819480519
10976163	Pangani	Utete	13	154	1	2	42.71	0.00	11.30	0.00	-0.277337662
10976045	Pangani	Utete	13	154	2	3	39.35	185.68	11.00	18.30	0.950194805
10976535	Pangani	Utete	13	154	2	4	42.19	208.73	11.20	18.70	1.081428571
10976444	Pangani	Utete	13	154	2	4	44.41	200.51	11.60	19.50	1.013636364
10975723	Pangani	Utete	13	154	1	2	56.42	228.87	12.30	19.50	1.119805195
10976223	Pangani	Utete	13	154	1	1	50.69	0.00	14.70	0.00	-0.329155844
10976128	Pangani	Utete	14	154	2	4	52.01	106.74	12.10	15.70	0.35538961
10976385	Pangani	Utete	14	154	1	1	56.16	117.94	12.50	15.80	0.401168831
10975914	Pangani	Utete	14	154	1	2	47.50	83.53	11.80	13.50	0.233961039
10976587	Pangani	Utete	14	154	1	1	47.67	90.43	11.60	15.40	0.277662338
10975950	Pangani	Utete	14	154	2	3	50.82	0.00	11.70	0.00	-0.33
10976271	Pangani	Utete	14	154	1	2	43.38	75.71	11.20	13.70	0.209935065
10976544	Pangani	Utete	14	154	2	3	65.29	124.37	12.80	15.90	0.383649351
10976275	Pangani	Utete	14	154	1	1	46.84	129.55	11.30	15.50	0.537077922
10975944	Pangani	Utete	14	154	1	2	61.79	134.84	13.00	16.00	0.474350649
10975980	Pangani	Utete	14	154	2	4	30.05	57.24	10.30	12.20	0.176558442
10975875	Pangani	Utete	14	154	2	4	34.28	85.81	10.40	14.00	0.33461039
10975883	Pangani	Utete	14	154	1	1	32.63	62.19	10.20	12.30	0.191948052
10975729	Pangani	Utete	14	154	1	2	39.53	64.67	10.80	12.50	0.163246753
10976507	Pangani	Utete	14	154	2	4	44.14	132.03	11.30	16.00	0.570714286
10976590	Pangani	Utete	14	154	1	1	39.91	81.33	11.00	13.50	0.268961039
10975948	Pangani	Utete	14	154	2	4	51.61	95.07	12.00	15.00	0.282207792
10976473	Pangani	Utete	14	154	2	3	39.42	96.58	11.00	14.20	0.371168831
10976558	Pangani	Utete	14	154	1	2	55.44	94.87	12.00	14.80	0.256038961
10975768	Pangani	Utete	14	154	1	2	65.66	106.34	12.90	14.70	0.264155844
10976291	Pangani	Utete	14	154	1	1	36.46	51.03	10.50	12.00	0.09461039
10976629	Pangani	Utete	14	154	1	2	58.63	111.82	12.30	15.70	0.34538961
10976285	Pangani	Utete	14	154	2	3	34.98	102.34	10.50	14.30	0.437402597
10975761	Pangani	Utete	14	154	1	1	59.78	144.65	12.60	16.50	0.551103896
10975023	Pangani	Utete	14	154	2	4	36.84	0.00	10.90	0.00	-0.239220779
10976064	Pangani	Utete	14	154	2	4	29.05	42.50	10.10	11.20	0.087337662
10975820	Pangani	Utete	14	154	2	3	35.13	82.34	10.60	13.70	0.306558442
10976564	Pangani	Utete	14	154	2	3	33.23	87.40	10.50	13.50	0.351753247
10976228	Pangani	Utete	14	154	2	4	31.52	73.51	10.10	13.50	0.272662338
10976467	Pangani	Utete	14	154	2	3	30.28	44.51	10.00	11.30	0.092402597
10976441	Pangani	Utete	14	154	1	1	35.61	90.80	10.50	14.80	0.358376623
10975633	Pangani	Utete	15	154	2	4	82.46	157.19	14.00	16.40	0.48525974
10976565	Pangani	Utete	15	154	1	2	67.46	0.00	13.20	0.00	-0.438051948
10976080	Pangani	Utete	15	154	1	1	44.53	139.83	11.10	16.00	0.618831169
10976205	Pangani	Utete	15	154	2	3	47.95	147.58	12.80	18.50	0.646948052
10976593	Pangani	Utete	15	154	1	2	62.91	164.79	12.50	17.50	0.661558442
10975812	Pangani	Utete	15	154	2	3	45.78	84.55	11.20	13.50	0.251753247
10975679	Pangani	Utete	15	154	2	3	59.46	157.61	12.10	19.90	0.637337662
10975673	Pangani	Utete	15	154	1	1	67.59	174.42	12.60	16.80	0.693701299
10976468	Pangani	Utete	15	154	2	4	53.02	160.92	11.50	19.70	0.700649351
10976191	Pangani	Utete	15	154	1	1	69.47	137.14	13.20	17.10	0.439415584
10976100	Pangani	Utete	15	154	2	4	45.05	76.06	11.50	13.80	0.201363636
10976323	Pangani	Utete	15	154	2	3	49.91	138.48	11.50	16.50	0.57512987
10976450	Pangani	Utete	15	154	1	2	53.04	177.42	11.70	16.50	0.807662338
10975794	Pangani	Utete	15	154	1	1	46.36	137.36	11.30	16.30	0.590909091
10976341	Pangani	Utete	15	154	2	3	40.36	133.85	10.80	15.70	0.607077922
10975964	Pangani	Utete	15	154	2	4	41.42	98.82	10.70	14.00	0.372727273
10975844	Pangani	Utete	15	154	1	1	38.19	57.27	10.60	13.50	0.123896104
10975854	Pangani	Utete	15	154	2	4	50.46	90.32	11.50	14.00	0.258831169
10976185	Pangani	Utete	15	154	2	3	43.19	96.04	11.10	14.00	0.343181818
10976600	Pangani	Utete	15	154	1	2	45.86	87.47	11.30	14.00	0.270194805
10976244	Pangani	Utete	15	154	1	1	40.37	94.73	10.60	14.00	0.352987013
10976135	Pangani	Utete	15	154	2	4	41.46	92.06	11.00	14.00	0.328571429
10976598	Pangani	Utete	15	154	2	4	33.06	94.58	10.00	13.50	0.399480519
10976508	Pangani	Utete	15	154	2	3	35.10	117.45	10.20	14.50	0.53474026
10976256	Pangani	Utete	15	154	1	2	37.37	50.71	10.50	12.50	0.086623377
10976449	Pangani	Utete	15	154	1	2	38.66	50.64	10.40	13.30	0.077792208
10975902	Pangani	Utete	15	154	2	4	34.95	107.70	10.40	14.70	0.472402597
10976555	Pangani	Utete	15	154	1	2	31.01	85.48	10.00	14.00	0.353701299
10976383	Pangani	Utete	15	154	1	1	35.22	0.00	10.30	0.00	-0.228701299
10975796	Pangani	Utete	15	154	1	2	34.83	91.95	10.50	14.00	0.370909091
10976431	Pangani	Utete	16	154	1	1	112.19	192.28	15.30	18.30	0.520064935
10975823	Pangani	Utete	16	154	2	3	94.95	143.83	14.50	16.20	0.317402597
10976110	Pangani	Utete	16	154	1	2	69.53	147.07	13.00	16.50	0.503506494
10975714	Pangani	Utete	16	154	1	1	80.34	86.32	13.50	15.50	0.038831169
10975793	Pangani	Utete	16	154	2	3	44.17	82.01	11.00	13.30	0.245714286
10976319	Pangani	Utete	16	154	2	3	95.19	168.87	14.40	17.10	0.478441558
10975799	Pangani	Utete	16	154	1	1	66.26	0.00	12.50	0.00	-0.43025974
10976217	Pangani	Utete	16	154	2		114.27	0.00	15.20	0.00	-0.742012987
10976548	Pangani	Utete	16	154	1	2	69.41	73.76	12.60	14.00	0.028246753
10975698	Pangani	Utete	16	154	2	3	34.36	43.50	10.10	11.50	0.059350649
10976445	Pangani	Utete	16	154	2	4	39.13	72.14	11.70	13.50	0.214350649
10976161	Pangani	Utete	16	154	1	1	32.27	88.17	10.00	15.60	0.362987013
10976317	Pangani	Utete	16	154	1	1	38.88	65.40	10.40	12.50	0.172207792
10976424	Pangani	Utete	16	154	2	4	58.06	66.02	12.00	13.00	0.051688312
10976036	Pangani	Utete	16	154	1	2	38.61	160.89	10.50	16.50	0.794025974
10975653	Pangani	Utete	16	154	2	4	60.95	87.02	12.20	14.00	0.169285714
10975892	Pangani	Utete	16	154	1	2	31.48	106.03	9.50	13.80	0.484090909
10975724	Pangani	Utete	16	154	1	1	70.02	182.79	12.80	17.30	0.732272727
10975978	Pangani	Utete	16	154	1	2	45.14	79.60	11.10	13.50	0.223766234
10975963	Pangani	Utete	16	154	2	3	36.50	76.10	10.50	13.50	0.257142857
10976579	Pangani	Utete	16	154	2	3	68.52	113.40	13.10	15.30	0.291428571
10975769	Pangani	Utete	16	154	1	2	36.71	0.00	10.70	0.00	-0.238376623
10976363	Pangani	Utete	16	154	2	4	25.93	99.13	9.20	14.00	0.475324675
10975740	Pangani	Utete	16	154	2	4	33.43	80.52	10.10	12.20	0.305779221
10976075	Pangani	Utete	16	154	1	2	22.74	29.50	9.00	9.70	0.043896104
10976150	Pangani	Kibasira	17	154	2	4	63.87	0.00	12.30	0.00	-0.41474026
10975781	Pangani	Kibasira	17	154	1	1	53.28	62.14	11.80	13.00	0.057532468
10975981	Pangani	Kibasira	17	154	1	1	51.72	0.00	11.80	0.00	-0.335844156
10975879	Pangani	Kibasira	17	154	1	2	46.12	105.27	11.50	15.00	0.384090909
10975900	Pangani	Kibasira	17	154	2	3	28.45	57.93	9.70	12.10	0.191428571
10976596	Pangani	Kibasira	17	154	1	1	43.02	65.85	11.30	12.50	0.148246753
10975855	Pangani	Kibasira	17	154	2	3	29.34	33.40	9.20	10.70	0.026363636
10976298	Pangani	Kibasira	17	154	2	4	20.44	88.61	8.80	14.00	0.442662338
10975941	Pangani	Kibasira	17	154	2	3	38.22	75.09	10.70	13.20	0.239415584
10976102	Pangani	Kibasira	17	154	1	2	25.47	0.00	9.00	0.00	-0.16538961
10976186	Pangani	Kibasira	18	140	2	3	34.59	62.61	10.50	12.40	0.200142857
10976312	Pangani	Kibasira	18	140	2	3	41.11	71.90	10.80	13.00	0.219928571
10976379	Pangani	Kibasira	18	140	1	1	56.29	96.87	12.00	14.10	0.289857143
10976033	Pangani	Kibasira	18	140	2	3	25.23	45.20	9.50	11.20	0.142642857
10976384	Pangani	Kibasira	18	140	1	1	32.39	50.28	10.20	11.80	0.127785714
10976304	Pangani	Kibasira	18	140	2	3	38.17	74.17	11.30	13.20	0.257142857
10976582	Pangani	Kibasira	18	140	1	1	61.71	82.25	12.40	14.20	0.146714286
10976288	Pangani	Kibasira	18	140	1	1	21.53	33.75	8.80	10.20	0.087285714
10976373	Pangani	Kibasira	18	140	1	2	32.17	59.76	10.30	12.30	0.197071429
10976381	Pangani	Kibasira	18	140	1	1	36.07	49.65	10.60	13.00	0.097
10976349	Pangani	Kibasira	18	140	2	3	50.40	141.67	11.90	16.70	0.651928571
10976472	Pangani	Kibasira	18	140	2	4	37.91	82.36	10.70	13.20	0.3175
10975919	Pangani	Kibasira	18	140	2	4	57.66	0.00	12.00	0.00	-0.411857143
10975861	Pangani	Kibasira	19	140	2	3	79.44	0.00	14.00	0.00	-0.567428571
10976366	Pangani	Kibasira	19	140	1	1	56.43	110.43	12.10	16.40	0.385714286
10975742	Pangani	Kibasira	19	140	1	2	63.95	160.19	13.00	16.70	0.687428571
10976470	Pangani	Kibasira	19	140	2	3	48.96	166.66	12.00	17.10	0.840714286
10975664	Pangani	Kibasira	19	140	2	4	53.55	0.00	12.00	0.00	-0.3825
10975358	Pangani	Kibasira	19	140	1	2	41.89	0.00	10.80	0.00	-0.299214286
10976337	Pangani	Kibasira	19	140	2	4	34.00	122.67	10.50	15.50	0.633357143
10976356	Pangani	Kibasira	19	140	1	2	60.25	82.46	12.20	13.50	0.158642857
10976515	Pangani	Kibasira	19	140	2	4	45.12	109.80	11.20	15.20	0.462
10976194	Pangani	Kibasira	19	140	2	3	50.45	132.30	11.70	15.00	0.584642857
10976655	Pangani	Kibasira	19	140	1	2	50.15	0.00	12.00	0.00	-0.358214286
10976084	Pangani	Kibasira	19	140	2	3	52.35	178.40	12.00	17.10	0.900357143
10976302	Pangani	Kibasira	19	140	2	4	33.01	102.37	10.30	14.50	0.495428571
10975310	Pangani	Kibasira	19	140	1	1	54.65	0.00	12.00	0.00	-0.390357143
10975795	Pangani	Kibasira	19	140	2	4	32.73	139.86	10.10	15.50	0.765214286
10975882	Pangani	Kibasira	19	140	2	3	61.04	100.77	12.10	14.40	0.283785714
10976297	Pangani	Kibasira	19	140	1	2	48.76	0.00	12.70	0.00	-0.348285714
10976034	Pangani	Kibasira	19	140	2	4	59.45	151.78	12.50	16.70	0.6595
10976310	Pangani	Kibasira	19	140	2	4	53.01	161.15	12.00	16.30	0.772428571
10975896	Pangani	Kibasira	19	140	1	2	37.97	58.48	11.00	12.70	0.1465
10976423	Pangani	Kibasira	19	140	1	1	32.47	0.00	10.00	0.00	-0.231928571
10976172	Pangani	Kibasira	19	140	1	1	40.13	86.99	11.00	13.70	0.334714286
10975676	Pangani	Kibasira	19	140	1	2	33.45	0.00	10.00	0.00	-0.238928571
10976562	Pangani	Kibasira	19	140	2	4	31.32	94.43	10.10	13.70	0.450785714
10976052	Pangani	Kibasira	19	140	2	3	47.52	127.80	12.60	15.30	0.573428571
10976419	Pangani	Kibasira	19	140	1	2	34.54	70.85	10.50	12.50	0.259357143
10975954	Pangani	Kibasira	19	140	1	2	32.47	109.96	10.20	14.60	0.5535
10976162	Pangani	Kibasira	19	140	1	1	35.18	61.18	10.40	12.30	0.185714286
10976105	Pangani	Kibasira	19	140	2	4	29.71	98.60	10.00	14.40	0.492071429
10975687	Pangani	Kibasira	19	140	1	2	30.95	127.02	10.20	16.00	0.686214286
10976407	Pangani	Nyamisati	20	154	2	4	53.06	0.00	11.70	0.00	-0.344545455
10976331	Pangani	Nyamisati	20	154	2	4	62.17	165.42	12.50	17.70	0.670454545
10976330	Pangani	Nyamisati	20	154	1	2	91.52	178.89	13.80	17.30	0.567337662
10976624	Pangani	Nyamisati	20	154	1	1	54.42	199.97	11.70	18.70	0.94512987
10975643	Pangani	Nyamisati	20	154	2	3	72.12	140.79	13.00	15.50	0.445909091
10976321	Pangani	Nyamisati	20	154	1	1	81.94	156.02	13.60	16.40	0.481038961
10976111	Pangani	Nyamisati	20	154	2	3	74.06	222.16	13.20	17.50	0.961688312
10975790	Pangani	Nyamisati	20	154	1	1	49.47	0.00	11.50	0.00	-0.321233766
10975755	Pangani	Nyamisati	20	154	1	1	52.92	0.00	11.70	0.00	-0.343636364
10975733	Pangani	Nyamisati	20	154	1	1	59.08	169.99	12.30	17.00	0.720194805
10976402	Pangani	Nyamisati	20	154	1	2	50.14	0.00	11.30	0.00	-0.325584416
10977528	Pangani	Nyamisati	20	154	2	3	53.41	0.00	11.70	0.00	-0.346818182
10976286	Pangani	Nyamisati	20	154	2	4	56.47	287.60	12.10	17.00	1.500844156
10976570	Pangani	Nyamisati	20	154	1	2	59.30	0.00	11.90	0.00	-0.385064935
10975667	Pangani	Nyamisati	20	154	2	4	45.06	171.68	11.00	16.50	0.822207792
10976008	Pangani	Nyamisati	20	154	1	2	45.32	0.00	11.30	0.00	-0.294285714
10975756	Pangani	Nyamisati	20	154	2	4	48.15	257.60	11.50	19.00	1.360064935
10976041	Pangani	Nyamisati	20	154	1	2	49.33	73.85	11.80	13.30	0.159220779
10976024	Pangani	Nyamisati	20	154	2	3	44.64	226.64	11.00	18.90	1.181818182
10975727	Pangani	Nyamisati	20	154	2	3	45.26	152.38	11.00	16.00	0.695584416
10976516	Pangani	Nyamisati	20	154	1	1	38.93	0.00	10.60	0.00	-0.252792208
10976483	Pangani	Nyamisati	20	154	1	1	41.45	0.00	10.80	0.00	-0.269155844
10975773	Pangani	Nyamisati	20	154	1	2	37.74	159.05	10.30	16.30	0.787727273
10975744	Pangani	Nyamisati	20	154	1	1	39.85	163.09	11.00	16.30	0.80025974
10975745	Pangani	Nyamisati	20	154	2	3	35.74	0.00	10.20	0.00	-0.232077922
10976253	Pangani	Nyamisati	20	154	2	3	35.14	0.00	10.30	0.00	-0.228181818
10976343	Pangani	Nyamisati	20	154	2	3	42.21	192.34	11.00	16.80	0.97487013
10976486	Pangani	Nyamisati	20	154	2	4	35.62	0.00	10.30	0.00	-0.231298701
10975784	Pangani	Nyamisati	20	154	2	4	37.89	0.00	10.30	0.00	-0.246038961
10975901	Pangani	Nyamisati	20	154	1	2	35.82	91.87	10.20	14.00	0.363961039
10975836	Pangani	Nyamisati	21	133	2	4	97.72	193.72	14.70	18.10	0.721804511
10975636	Pangani	Nyamisati	21	133	1	2	112.34	234.20	16.50	19.00	0.916240602
10975635	Pangani	Nyamisati	21	133	1	1	104.52	0.00	15.00	0.00	-0.785864662
10976294	Pangani	Nyamisati	21	133	1	1	95.76	197.41	13.70	18.40	0.764285714
10975827	Pangani	Nyamisati	21	133	1	1	68.06	105.67	12.70	14.40	0.282781955
10976184	Pangani	Nyamisati	21	133	2	3	89.94	239.16	13.60	17.50	1.121954887
10976462	Pangani	Nyamisati	21	133	2	4	58.76	161.04	12.00	17.80	0.769022556
10976303	Pangani	Nyamisati	21	133	1	1	81.85	191.48	13.80	18.50	0.824285714
10976198	Pangani	Nyamisati	21	133	1	2	47.21	0.00	11.80	0.00	-0.354962406
10976615	Pangani	Nyamisati	21	133	2	3	55.55	0.00	11.80	0.00	-0.417669173
10976474	Pangani	Nyamisati	21	133	1	1	76.56	211.77	13.60	17.80	1.016616541
10976168	Pangani	Nyamisati	21	133	2	4	71.09	147.58	13.00	16.60	0.575112782
10976130	Pangani	Nyamisati	21	133	1	1	57.16	65.89	12.30	12.50	0.065639098
10976344	Pangani	Nyamisati	21	133	1	2	65.46	208.86	12.50	18.20	1.078195489
10976049	Pangani	Nyamisati	21	133	2	3	47.89	0.00	11.30	0.00	-0.360075188
10976300	Pangani	Nyamisati	21	133	1	2	51.96	63.19	12.20	13.00	0.08443609
10976230	Pangani	Nyamisati	21	133	2	4	49.36	69.41	11.70	13.00	0.15075188
10975842	Pangani	Nyamisati	21	133	2	4	48.93	73.46	11.70	13.00	0.18443609
10976190	Pangani	Nyamisati	21	133	2	4	44.73	71.51	11.00	12.50	0.201353383
10976065	Pangani	Nyamisati	21	133	2	3	43.82	239.57	11.00	20.00	1.471804511
10975873	Pangani	Nyamisati	21	133	2	3	39.29	76.59	10.50	13.00	0.280451128
10976501	Pangani	Nyamisati	21	133	2	4	49.69	70.70	11.50	12.50	0.157969925
10976197	Pangani	Nyamisati	21	133	2	4	55.66	89.91	12.00	14.00	0.257518797
10975946	Pangani	Nyamisati	21	133	1	2	44.65	107.59	11.30	14.90	0.473233083
10976091	Pangani	Nyamisati	21	133	1	1	35.56	44.04	10.50	12.00	0.063759398
10976324	Pangani	Nyamisati	21	133	2	3	38.19	53.41	10.60	11.70	0.11443609
10976109	Pangani	Nyamisati	21	133	1	2	33.42	55.45	10.00	11.50	0.165639098
10976221	Pangani	Nyamisati	21	133	1	2	33.02	106.13	10.30	14.50	0.549699248
10975802	Pangani	Nyamisati	21	133	2	3	41.47	59.69	11.00	12.30	0.136992481
10976279	Pangani	Nyamisati	21	133	1	1	29.09	99.89	9.60	14.00	0.532330827
10975903	Pangani	Nyamisati	22	133	1	1	69.65	151.45	13.50	16.50	0.615037594
10976140	Pangani	Nyamisati	22	133	2	4	59.16	139.80	12.50	16.00	0.606315789
10976149	Pangani	Nyamisati	22	133	2	3	73.53	0.00	13.90	0.00	-0.552857143
10976512	Pangani	Nyamisati	22	133	2	4	69.35	149.83	13.30	16.00	0.605112782
10976521	Pangani	Nyamisati	22	133	2	4	55.57	184.70	12.00	17.60	0.970902256
10975786	Pangani	Nyamisati	22	133	1	2	70.62	182.94	13.50	18.20	0.844511278
10976805	Pangani	Nyamisati	22	133	1	2	54.75	0.00	12.10	0.00	-0.411654135
10976626	Pangani	Nyamisati	22	133	2	3	69.06	141.02	13.50	16.00	0.541052632
10976605	Pangani	Nyamisati	22	133	1	2	76.25	134.47	13.40	16.00	0.437744361
10976070	Pangani	Nyamisati	22	133	2	3	68.67	0.00	13.70	0.00	-0.516315789
10976101	Pangani	Nyamisati	22	133	1	1	63.62	152.44	13.10	18.50	0.667819549
10975967	Pangani	Nyamisati	22	133	1	1	70.46	125.63	13.50	15.50	0.41481203
10975824	Pangani	Nyamisati	22	133	2	3	52.16	163.76	12.00	18.10	0.839097744
10976166	Pangani	Nyamisati	22	133	1	1	55.57	157.53	12.10	16.30	0.766616541
10976401	Pangani	Nyamisati	22	133	1	1	51.32	137.98	12.00	16.50	0.651578947
10975913	Pangani	Nyamisati	22	133	1	2	56.64	149.40	12.20	17.80	0.697443609
10975813	Pangani	Nyamisati	22	133	2	3	62.69	164.21	12.70	17.00	0.763308271
10976430	Pangani	Nyamisati	22	133	1	2	38.76	80.38	10.70	13.30	0.312932331
10975876	Pangani	Nyamisati	22	133	2	4	38.66	0.00	10.50	0.00	-0.290676692
10976017	Pangani	Nyamisati	22	133	2	3	41.97	72.87	11.20	13.00	0.232330827
10976348	Pangani	Nyamisati	22	133	1	1	36.24	61.31	10.50	12.00	0.188496241
10976531	Pangani	Nyamisati	22	133	2	3	30.92	117.94	10.20	15.30	0.654285714
10976004	Pangani	Nyamisati	22	133	2	4	33.95	112.90	10.60	15.00	0.593609023
10976612	Pangani	Nyamisati	22	133	1	1	34.96	54.76	10.40	13.50	0.14887218
